quiz_id,quiz_title,week,book,topic,reference_id,question,question_type,difficulty,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,passages,learning_objective,explanation,common_misconception,points,required,shuffle_answers,tags,active
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Marriage,W19-Q12,How did Jesus ground His teaching on marriage?,theological,hard,In Moses’ concession,"In creation — God made them male and female, and the two become one flesh",In Roman law,In the practice of the patriarchs,"In creation — God made them male and female, and the two become one flesh",Mark 10:6-9,Trace Jesus’ argument from creation.,"Jesus went behind Moses’ concession to God’s design: “What God has joined together, let not man separate.”",Hardness of heart occasioned the concession; creation states the intent.,3,TRUE,FALSE,"marriage,creation",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Entry,W20-Q01,What did the crowds shout as Jesus entered Jerusalem?,recall,easy,“Crucify him!”,“Hosanna! Blessed is he who comes in the name of the Lord!”,“Behold your king!”,“Peace in heaven!”,“Hosanna! Blessed is he who comes in the name of the Lord!”,Mark 11:9-10,Recall the triumphal entry.,"The crowd spread cloaks and branches, hailing the coming kingdom of David.","Within the week, Jerusalem’s acclaim turned to rejection.",1,TRUE,FALSE,"entry,hosanna",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Temple,W20-Q02,What did Jesus do in the temple courts?,recall,easy,Taught quietly,Overturned the money-changers’ tables and drove out the sellers,Offered sacrifice,Anointed the altar,Overturned the money-changers’ tables and drove out the sellers,Mark 11:15-17,Recall the temple cleansing.,“My house shall be called a house of prayer for all the nations” — but they had made it a den of robbers.,"His act was prophetic judgment, not loss of temper.",1,TRUE,FALSE,temple,TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Denial,W20-Q03,Who denied Jesus three times before the rooster crowed twice?,recall,easy,Judas,Thomas,Peter,John,Peter,Mark 14:66-72,Recall Peter’s denial.,"As Jesus had foretold, Peter denied Him and broke down weeping.",The risen Jesus specifically restored Peter — “tell his disciples and Peter.”,1,TRUE,FALSE,"peter,denial",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Cross,W20-Q04,Who was compelled to carry Jesus’ cross?,recall,easy,Joseph of Arimathea,Simon of Cyrene,Nicodemus,A Roman soldier,Simon of Cyrene,Mark 15:21,Recall the way to Golgotha.,"Simon, coming in from the country, carried the cross behind Jesus.",Mark names his sons — likely known to his first readers.,1,TRUE,FALSE,"cross,simon",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Widow,W20-Q05,Why did Jesus commend the poor widow’s offering?,interpretation,medium,It was the largest gift,Out of her poverty she gave everything she had,She gave publicly,She gave weekly,Out of her poverty she gave everything she had,Mark 12:41-44,Measure giving as Jesus does.,"Two small coins outweighed great sums, because she gave her whole living.","God measures the cost to the giver, not the amount.",2,TRUE,FALSE,"giving,widow",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Commandment,W20-Q06,What is the greatest commandment according to Jesus?,recall,medium,Keep the Sabbath,"Love the Lord your God with all your heart, soul, mind, and strength",Honor father and mother,Give to the poor,"Love the Lord your God with all your heart, soul, mind, and strength",Mark 12:28-31,Recall the great commandment.,Jesus joined Deuteronomy 6:4-5 with Leviticus 19:18 — love God and neighbor.,The second commandment is like it but not identical to it.,2,TRUE,FALSE,"commandment,love",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Curtain,W20-Q07,What happened in the temple when Jesus died?,recall,medium,The lamps went out,"The curtain was torn in two, from top to bottom",The altar cracked,The priests fled,"The curtain was torn in two, from top to bottom",Mark 15:38,Recall the sign at Jesus’ death.,Torn from top to bottom — God’s act opening the way into His presence.,The direction of the tear signals divine action.,2,TRUE,FALSE,"curtain,access",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Centurion,W20-Q08,"Who said, “Truly this man was the Son of God”?",recall,medium,Pilate,The centurion facing the cross,Joseph of Arimathea,The high priest,The centurion facing the cross,Mark 15:39,Recall the confession at the cross.,A Gentile executioner spoke the confession Mark’s Gospel opened with.,Mark 1:1’s title is finally confessed by a human — at the cross.,2,TRUE,FALSE,"centurion,son-of-god",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Gethsemane,W20-Q09,What did Jesus pray in Gethsemane?,recall,hard,“Let this people go”,"“Abba, Father… remove this cup from me. Yet not what I will, but what you will”","“Father, glorify your name”",“Into your hands I commit my spirit”,"“Abba, Father… remove this cup from me. Yet not what I will, but what you will”",Mark 14:35-36,Enter the agony of Gethsemane.,"Greatly distressed, the Son entrusted Himself to the Father’s will — and drank the cup.","The “cup” is God’s judgment, which He willingly took.",3,TRUE,FALSE,"gethsemane,cup",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Psalm 22,W20-Q10,Which psalm did Jesus quote from the cross?,theological,hard,Psalm 23,"Psalm 22 — “My God, my God, why have you forsaken me?”",Psalm 110,Psalm 2,"Psalm 22 — “My God, my God, why have you forsaken me?”",Mark 15:34; Psalm 22:1,Hear the cry of dereliction in its psalm.,"The psalm of the righteous sufferer — mocked, pierced, garments divided — ends in vindication.","Quoting its first line invokes the whole psalm, including its hope.",3,TRUE,FALSE,"psalm22,cross",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Trial,W20-Q11,"How did Jesus answer the high priest’s question, “Are you the Christ?”",theological,hard,He stayed silent,"“I am, and you will see the Son of Man seated at the right hand of Power, coming with the clouds of heaven”",“You say so”,“My kingdom is not of this world”,"“I am, and you will see the Son of Man seated at the right hand of Power, coming with the clouds of heaven”",Mark 14:61-62; Daniel 7:13,Hear Jesus’ clearest self-declaration.,"At the moment it cost His life, Jesus joined Daniel 7 and Psalm 110 to declare His identity.",The “blasphemy” verdict shows they understood the claim exactly.,3,TRUE,FALSE,"daniel7,trial",TRUE
W20,Week 20 — Mark 11–16 (The Suffering Servant Triumphs),20,Mark,Resurrection,W20-Q12,What did the young man at the tomb tell the women?,recall,hard,“He will return soon”,“He has risen; he is not here… tell his disciples and Peter”,“Do not weep”,“Seek him in Jerusalem”,“He has risen; he is not here… tell his disciples and Peter”,Mark 16:6-7,Recall the resurrection announcement.,"The crucified Jesus is risen and goes before them to Galilee, as He said.",“And Peter” — the denier is singled out for restoration.,3,TRUE,FALSE,resurrection,TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Ransom,W21-Q01,"According to Mark 10:45, why did the Son of Man come?",recall,easy,To be served by the nations,To serve and to give his life as a ransom for many,To judge Israel,To restore the temple,To serve and to give his life as a ransom for many,Mark 10:45,Restate Mark’s theme verse.,The verse gathers Mark’s whole portrait: the Servant-King who dies to redeem.,"Service and sacrifice define His mission, not power.",1,TRUE,FALSE,"ransom,servant",TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Theophilus,W21-Q02,To whom does Luke address his Gospel?,recall,easy,Timothy,Theophilus,The churches of Galatia,The twelve,Theophilus,Luke 1:3,Recall Luke’s addressee.,"Luke writes to “most excellent Theophilus,” likely a patron or official.",The name means “lover of God” — but he was a real recipient.,1,TRUE,FALSE,"luke,theophilus",TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Method,W21-Q03,What did Luke say he did before writing his account?,recall,easy,Received a vision,Followed all things closely for some time past,Interviewed Pilate,Copied Mark exactly,Followed all things closely for some time past,Luke 1:3,Recall Luke’s claim of careful research.,Luke investigated carefully to write an orderly account.,"Inspiration worked through research, not apart from it.",1,TRUE,FALSE,"luke,research",TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Sources,W21-Q04,Whose testimony does Luke say his account rests on?,recall,easy,Angels,Eyewitnesses and ministers of the word,Temple records,Roman historians,Eyewitnesses and ministers of the word,Luke 1:2,Identify Luke’s sources.,Those who saw from the beginning delivered these things to the church.,"The Gospels rest on testimony, not legend.",1,TRUE,FALSE,eyewitnesses,TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Purpose,W21-Q05,"Why did Luke write, according to Luke 1:4?",recall,medium,To replace the other Gospels,That Theophilus may have certainty concerning the things he was taught,To record his travels,To defend Paul at trial,That Theophilus may have certainty concerning the things he was taught,Luke 1:4,State Luke’s purpose.,Luke writes so that instruction already received becomes grounded certainty.,Certainty — not novelty — is the goal.,2,TRUE,FALSE,"certainty,purpose",TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Ransom Meaning,W21-Q06,What does “ransom” imply about how salvation works?,interpretation,medium,God overlooked sin,A price was paid to set captives free — substitution,Salvation is earned by service,Rome was bribed,A price was paid to set captives free — substitution,Mark 10:45,Unpack the ransom metaphor.,Jesus’ life is given “in the place of” the many — the language of purchase and release.,"The ransom is a costly exchange, not a metaphor for example-setting.",2,TRUE,FALSE,"ransom,substitution",TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Portrait,W21-Q07,How does Mark’s Gospel as a whole portray Jesus?,interpretation,medium,As a new Moses giving law,As the Servant-King who acts with authority and gives His life,As the High Priest,As the divine Word made flesh,As the Servant-King who acts with authority and gives His life,Mark 1–16,Summarize Mark’s portrait of Jesus.,"Fast-moving action, authority over all things, and a face set toward the cross.","Each Gospel paints a distinct, complementary portrait.",2,TRUE,FALSE,"portrait,servant",TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,The Many,W21-Q08,Who are “the many” for whom the ransom is given?,interpretation,medium,Only the twelve,"The multitude who benefit from His substitutionary death, echoing Isaiah 53",The Romans,The angels,"The multitude who benefit from His substitutionary death, echoing Isaiah 53",Mark 10:45; Isaiah 53:11-12,Trace “many” to Isaiah’s Servant.,The Servant “bore the sin of many” — Jesus applies the Servant’s work to Himself.,"“Many” is Isaiah’s word, not a limitation of God’s offer.",2,TRUE,FALSE,"isaiah53,many",TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Styles,W21-Q09,How does Luke’s approach differ from Mark’s?,interpretation,hard,Luke is shorter and faster,"Mark is fast-moving action; Luke is a carefully investigated, orderly narrative",Mark wrote for Jews only,Luke used no sources,"Mark is fast-moving action; Luke is a carefully investigated, orderly narrative",Mark 1:1; Luke 1:1-4,Compare the two evangelists’ methods.,Mark rushes with “immediately”; Luke researches and orders — both give the same Lord.,"Different styles are complementary witnesses, not contradictions.",3,TRUE,FALSE,"gospels,style",TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Transition,W21-Q10,Why pair Mark 10:45 with Luke 1:1–4 in this transition week?,theological,hard,They share an author,Mark’s theme verse sums up the Servant; Luke invites certainty about who this Servant-Savior is,Both mention Theophilus,Both conclude the same story,Mark’s theme verse sums up the Servant; Luke invites certainty about who this Servant-Savior is,Mark 10:45; Luke 1:1-4,Bridge from Mark’s portrait to Luke’s project.,The plan closes Mark with his summary verse and opens Luke’s orderly case for certainty.,"The pairing is a bridge, not a mixture of unrelated texts.",3,TRUE,FALSE,transition,TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Confidence,W21-Q11,What confidence does Luke 1:1–4 give about the Gospel records?,theological,hard,They are pious legends,"They rest on eyewitness testimony, carefully investigated — trustworthy history",They were written centuries later,They cannot be examined,"They rest on eyewitness testimony, carefully investigated — trustworthy history",Luke 1:1-4,Ground confidence in the Gospels’ historical roots.,Luke names his sources and method; Christian faith invites examination.,Faith and careful history are allies in Luke’s preface.,3,TRUE,FALSE,reliability,TRUE
W21,Week 21 — Mark 10:45 & Luke 1:1–4 (From Servant to Savior),21,Mark/Luke,Response,W21-Q12,What response does the Servant’s ransom call for from disciples?,theological,hard,Admiration from a distance,"Following Him in humble service — not to be served, but to serve",Building monuments,Withdrawing from the world,"Following Him in humble service — not to be served, but to serve",Mark 10:42-45,Apply the ransom saying to discipleship.,Jesus gave the verse as the pattern for greatness among His followers.,"The verse is a way of life for the church, not only a doctrine.",3,TRUE,FALSE,"discipleship,service",TRUE
